Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Beth Engel,F,D,Raw,79,75-79,70-999,Open,54.6,56,,,,,,,,,,,80,85,90,95,90,90,1,106.1,108.02,95.6,,,USA,,XPC,XPC,3/9/2024,USA,TX,Magnola,Texas Iron Throwdown,Yes
Ruth Kriz,F,SBD,Raw,75,75-79,70-999,FR-M4,73.4,75,75,-80,85,,85,37.5,43,45,,45,100,107.5,112.5,,112.5,242.5,1,238.92,233.72,205.75,48.63,Yes,USA,NC,USAPL,,6/17/2023,USA,NC,,Southeast Regionals,Yes
Bebe Burns,F,B,Raw,78.5,75-79,70-999,FR-M4,51.9,52,,,,,,25,,,,25,,,,,,25,1,30.51,31.21,27.67,23.97,Yes,USA,WA,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Bench Nationals,Yes
Ruth Kriz,F,SBD,Raw,75,75-79,70-999,FR-M4,74,75,80,87.5,90,,90,40,45,-47.5,,45,107.5,115,-120,,115,250,1,245.24,239.69,210.94,49.93,Yes,USA,NC,USAPL,,3/23/2024,USA,NC,,North Carolina State Championships,Yes
Nan Haynes,F,SBD,Raw,75,75-79,70-999,FR-M4,82.9,84,80,82.5,-85,,82.5,50,52.5,-55,,52.5,107.5,112.5,117.5,,117.5,252.5,1,233.81,226.67,198.35,47.93,Yes,USA,MO,USAPL,IPF,6/4/2016,USA,MO,,Missouri State Open,Yes
Shirley Webb,F,SBD,Raw,78.5,75-79,70-999,FR-M4,98.5,84+,57.5,-62.5,-62.5,,57.5,30,35,40,,40,105,-112.5,112.5,,112.5,210,1,180.27,175.64,151.17,37.61,Yes,USA,IL,USAPL,IPF,6/4/2016,USA,MO,,Missouri State Open,Yes
Nan Haynes,F,SBD,Raw,75,75-79,70-999,FR-O,82.9,84,80,82.5,-85,,82.5,50,52.5,-55,,52.5,107.5,112.5,117.5,,117.5,252.5,5,233.81,226.67,198.35,47.93,Yes,USA,MO,USAPL,IPF,6/4/2016,USA,MO,,Missouri State Open,Yes
Regina Hackney,F,SBD,Raw,77.5,75-79,70-999,FR-M4,83.12,84,70,72.5,75,,75,47.5,50,-52.5,,50,107.5,112.5,-117.5,,112.5,237.5,1,219.64,212.92,186.28,45.04,Yes,USA,SC,USAPL,IPF,10/10/2017,USA,FL,Orlando,Raw National Championships,Yes
Nan Haynes,F,SBD,Raw,76.5,75-79,70-999,FR-M4,86.95,84+,82.5,87.5,90,,90,52.5,55,-57.5,,55,110,117.5,120,,120,265,1,239.95,232.44,202.67,49.4,Yes,USA,MO,USAPL,IPF,10/10/2017,USA,FL,Orlando,Raw National Championships,Yes
Shirley Webb,F,SBD,Raw,79.5,75-79,70-999,FR-M5,96.93,84+,-45,45,52.5,,52.5,35,-40,-40,,35,90,102.5,105,,105,192.5,1,166.31,161.83,139.55,34.63,Yes,USA,IL,USAPL,IPF,10/10/2017,USA,FL,Orlando,Raw National Championships,Yes
Tami Allen,F,SBD,Raw,79.5,75-79,70-999,FR-M5,59,60,-47.5,-52.5,-52.5,,,25,-27.5,,,25,72.5,80,82.5,,82.5,,DQ,,,,,Yes,USA,NY,USAPL,,5/21/2022,USA,NY,,New York State Championships,Yes
Susan Bucknam,F,BD,Raw,75.5,75-79,70-999,FR-M4b,88.74,90,,,,,,42.5,45,47.5,,47.5,85,90,92.5,,92.5,140,1,125.6,121.69,105.92,,Yes,USA,CO,USAPL,,4/30/2022,USA,CO,,Rise of the Kilonator,Yes
Bebe Burns,F,SBD,Raw,76.5,75-79,70-999,FR-M4,51.08,52,47.5,57.5,-65.5,,57.5,35,40,-43,,40,70,77.5,-83,,77.5,175,2,215.99,221.18,196.2,44.88,Yes,USA,WA,USAPL,IPF,10/16/2019,USA,IL,Lombard,Raw Nationals,Yes
Nan Haynes,F,SBD,Raw,78.5,75-79,70-999,FR-M4,82.17,84,-70,70,75,,75,50,52.5,55,,55,100,105,-110,,105,235,1,218.53,211.94,185.56,44.77,Yes,USA,MO,USAPL,IPF,10/16/2019,USA,IL,Lombard,Raw Nationals,Yes
Regina Hackney,F,SBD,Raw,79.5,75-79,70-999,FR-M5,85.68,84+,65,70,-75,,70,45,47.5,50,,50,105,107.5,110,,110,230,1,209.67,203.13,177.32,43.11,Yes,USA,SC,USAPL,IPF,10/16/2019,USA,IL,Lombard,Raw Nationals,Yes
Bebe Burns,F,SBD,Single-ply,76.5,75-79,70-999,F-M4,51.4,52,65,78,80,,80,42.5,-51.5,-51.5,,42.5,70,82.5,90.5,,90.5,213,1,261.74,267.92,237.6,43.73,Yes,USA,WA,USAPL,IPF,2/16/2019,USA,WA,,Washington State Championship,Yes
Shirley Webb,F,SBD,Raw,77.5,75-79,70-999,FR-M4,97.5,84+,-20,20,,,20,20,,,,20,85,92.5,97.5,,97.5,137.5,1,118.52,115.37,99.42,24.7,Yes,USA,,USAPL,IPF,6/20/2015,USA,MO,,MO State/Midwest Open,Yes
Susan Engelbrecht,F,B,Raw,76.5,75-79,70-999,FR-M4,55.85,56,,,,,,45,-47.5,47.5,,47.5,,,,,,47.5,1,55.16,56.01,49.54,42.88,Yes,USA,GA,USAPL,,11/4/2023,USA,GA,,South Georgia Barbell Brawl,Yes
Sharon Hernstadt,F,SBD,Raw,76,75-79,70-999,FR-M4b,70,72,40,42.5,45,,45,37.5,-42.5,42.5,,42.5,85,92.5,-100,,92.5,180,1,182.03,179.07,157.85,37,Yes,USA,NY,USAPL,IPF,10/15/2015,USA,PA,Scranton,Raw Nationals,Yes
Regina Hackney,F,SBD,Raw,75.5,75-79,70-999,FR-M4b,81,84,67.5,-72.5,-72.5,,67.5,45,47.5,-50,,47.5,105,110,-115,,110,225,1,210.71,204.48,179.19,43.12,Yes,USA,SC,USAPL,IPF,10/15/2015,USA,PA,Scranton,Raw Nationals,Yes
Susan Engelbrecht,F,B,Raw,76.5,75-79,70-999,FR-O,55.6,56,,,,,,45,-50,-50,,45,,,,,,45,1,52.41,53.25,47.11,40.76,Yes,USA,GA,USAPL,,4/22/2023,USA,GA,,Georgia Spring Open,Yes
Nancy Fox,F,SBD,Raw,75,75-79,70-999,FR-M4,74.25,76,-25,-25,-25,,,-30,30,32.5,,32.5,60,62.5,65,,65,,DQ,,,,,Yes,USA,MN,USAPL,IPF,4/25/2021,USA,MN,,Minnesota State Championship,Yes
Marianne Baker,F,SBD,Raw,78.5,75-79,70-999,FR-M4,54.8,56,27.5,30,32.5,,32.5,25,-27.5,,,25,40,42.5,45,,45,102.5,1,120.54,122.67,108.56,24.78,Yes,USA,WA,USAPL,,4/30/2022,USA,WA,,Washington Ladies of Iron,Yes
Judith Gay,F,SBD,Raw,77.5,75-79,70-999,FR-M4,90.2,100,-25,-25,-27.5,,,25,27.5,-30,,27.5,50,-57.5,65,,65,,DQ,,,,,Yes,USA,WA,USAPL,,4/30/2022,USA,WA,,Washington Ladies of Iron,Yes
Dottie Solomon,F,SBD,Raw,78.5,75-79,70-999,FR-M4,62.95,67.5,-37.5,-37.5,50,,50,-47.5,-47.5,-47.5,,,50,60,80,,80,,DQ,,,,,Yes,USA,NY,USAPL,,10/7/2023,USA,NY,,Culnan Classic,Yes
Bebe Burns,F,SBD,Single-ply,76.5,75-79,70-999,F-M4,51.01,52,70,80.5,-82.5,,80.5,42.5,-51.5,,,42.5,70,-91,91,,91,214,1,264.37,270.76,240.19,44.17,Yes,USA,WA,USAPL,IPF,5/10/2019,USA,IL,,Open Nationals,Yes
Storm Sermay,F,BD,Raw,76.5,75-79,70-999,FR-M4b,55.5,56,,,,,,25,27.5,30,,30,45,,,,45,75,1,87.45,88.87,78.62,,Yes,USA,NM,USAPL,,5/14/2022,USA,NM,,New Mexico State Championships,Yes
Joan A. Schmidt,F,B,Single-ply,75.5,75-79,70-999,F-M4,46.2,47,,,,,,37.5,40,-43,,40,,,,,,40,1,53.1,54.46,48.62,30.79,Yes,USA,NV,USAPL,IPF,9/10/2016,USA,CO,Aurora,Bench Press National Championships,Yes
Romy Brubaker,F,B,Single-ply,78,75-79,70-999,F-M4,67.7,72,,,,,,42.5,45,-50.5,,45,,,,,,45,1,46.38,45.83,40.43,26.02,Yes,USA,CA,USAPL,IPF,9/10/2016,USA,CO,Aurora,Bench Press National Championships,Yes
Joan A. Schmidt,F,B,Single-ply,75.5,75-79,70-999,F-O,46.2,47,,,,,,37.5,40,-43,,40,,,,,,40,1,53.1,54.46,48.62,30.79,Yes,USA,NV,USAPL,IPF,9/10/2016,USA,CO,Aurora,Bench Press National Championships,Yes
Jennine Anderson,F,SBD,Raw,76.5,75-79,70-999,FR-M4b,43.55,44,37.5,40,42.5,,42.5,-35,35,-37.5,,35,62.5,70,77.5,,77.5,155,1,215.19,219.74,197.33,46.54,Yes,USA,DE,USAPL,,2/24/2024,USA,DE,,Delaware State Championships,Yes
Faith O'Reilly,F,SBD,Raw,78.5,75-79,70-999,FR-M4b,56.6,60,32.5,35,37.5,,37.5,-32.5,-32.5,-32.5,,,45,50,55,,55,,DQ,,,,,Yes,USA,CO,USAPL,,12/18/2022,USA,CO,,Liftmass,Yes
Susan Bucknam,F,SBD,Raw,75.5,75-79,70-999,FR-M4b,89.1,90,27.5,32.5,37.5,,37.5,40,42.5,45,,45,82.5,87.5,92.5,,92.5,175,1,156.71,151.85,132.12,32.34,Yes,USA,CO,USAPL,,12/18/2022,USA,CO,,Liftmass,Yes
Winifred Pristell,F,B,Raw,75.5,75-79,70-999,FR-M4b,88.5,90,,,,,,,,,,71.5,,,,,,71.5,1,64.22,62.22,54.17,52.71,Yes,USA,,USAPL,IPF,8/16/2014,USA,WA,,Bull Stewart Battle on the Beach - Alki Classic,Yes
Connie Bissonnette,F,D,Raw,78.5,75-79,70-999,FR-M4b,60.3,63,,,,,,,,,,,60,70,77.5,,77.5,77.5,1,85.64,86.07,76.04,,Yes,USA,MN,USAPL,IPF,8/10/2019,USA,MN,,Lake City Push-Pull,Yes
Tami Allen,F,SBD,Raw,79.5,75-79,70-999,FR-M5a,59,60,35,42.5,50,,50,25,27.5,-30,,27.5,72.5,82.5,92.5,,92.5,170,1,190.47,192.02,169.7,38.88,Yes,USA,NY,USAPL,,11/20/2022,USA,NY,,Sincere Training Systems Classic,Yes
Judith Gay,F,SBD,Raw,78.5,75-79,70-999,FR-M4,86.6,90,-27.5,32.5,35,,35,27.5,-32.5,-32.5,,27.5,55,-65,67.5,,67.5,130,1,117.93,114.24,99.64,24.27,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Judith Gay,F,SBD,Raw,78.5,75-79,70-999,FR-M4b,86.6,90,-27.5,32.5,35,,35,27.5,-32.5,-32.5,,27.5,55,-65,67.5,,67.5,130,1,117.93,114.24,99.64,24.27,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Marianne Baker,F,SBD,Raw,79.5,75-79,70-999,FR-M5,49.9,52,-30,32.5,37.5,,37.5,-25,25,-27.5,,25,40,45,52.5,,52.5,115,1,144.3,147.96,131.39,30.12,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Marianne Baker,F,SBD,Raw,79.5,75-79,70-999,FR-M5a,49.9,52,-30,32.5,37.5,,37.5,-25,25,-27.5,,25,40,45,52.5,,52.5,115,1,144.3,147.96,131.39,30.12,Yes,USA,WA,USAPL,,5/6/2023,USA,WA,,Washington Ladies of Iron,Yes
Bebe Burns,F,SBD,Single-ply,75.5,75-79,70-999,F-M4,51.5,52,-65,65,76,,76,42.5,-51.5,-51.5,,42.5,70,88,-90,,88,206.5,1,253.4,259.36,229.98,42.34,Yes,USA,WA,USAPL,IPF,5/18/2018,USA,WA,,Open Nationals,Yes
Helen White,F,SBD,Raw,77,75-79,70-999,FR-M4,58.7,60,60,65,70,,70,57.5,60,-62.5,,60,102.5,105,107.5,,107.5,237.5,1,266.97,269.33,238.04,54.52,Yes,USA,NJ,USAPL,,2/19/2023,USA,NJ,,Garden State Winter War,Yes
Nancy Slocumb,F,SBD,Raw,76,75-79,70-999,FR-M4b,65.1,67.5,30,35,-42.5,,35,32.5,-40,-40,,32.5,60,67.5,70,,70,137.5,1,145,144.09,127.18,29.47,Yes,USA,MD,USAPL,,11/4/2023,USA,MD,,Hometown Money Meet,Yes
Terry Ghianni,F,SBD,Raw,78.5,75-79,70-999,FR-M4b,60.9,67.5,30,32.5,35,,35,27.5,30,-32.5,,30,67.5,72.5,-77.5,,72.5,137.5,1,151.01,151.54,133.87,30.76,Yes,USA,CA,USAPL,,3/2/2024,USA,CA,,STS Shamrock Showcase,Yes
Mary Yale,F,B,Raw,76.5,75-79,70-999,FR-M4b,73.95,76,,,,,,37.5,40,-42.5,,40,,,,,,40,1,39.25,38.37,33.77,31.02,Yes,USA,GA,USAPL,,12/11/2021,USA,GA,,Georgia Holiday Havoc,Yes
Pauline Horn,F,SBD,Raw,75.5,75-79,70-999,FR-M4,61.3,63,32.5,35,37.5,,37.5,-27.5,32.5,35,,35,77.5,-82.5,-82.5,,77.5,150,1,164.06,164.49,145.3,33.41,Yes,USA,MD,USAPL,IPF,3/24/2018,USA,MD,,Et Tu Brute Strength,Yes
Tami Allen,F,SBD,Raw,79.5,75-79,70-999,FR-M5,60.65,67.5,42.5,45,47.5,,47.5,25,27.5,,,27.5,70,77.5,80,,80,155,1,170.66,171.37,151.4,34.78,Yes,USA,NY,USAPL,,1/22/2022,USA,NY,,Northeast Iron Beast Winter Classic IX,Yes
Teresa DeLao,F,SBD,Raw,78,75-79,70-999,FR-M4,69.5,72,30,35,37.5,,37.5,25,27.5,30,,30,60,65,67.5,,67.5,135,1,137.07,134.97,119,27.86,Yes,USA,,USAPL,IPF,6/27/2015,USA,CA,,NorCal Open,Yes
Sharon Salomon,F,SBD,Raw,76.5,75-79,70-999,FR-M4,76.55,84,62.5,-65,-70,,62.5,37.5,42.5,-47.5,,42.5,75,85,,,85,190,1,183.08,178.36,156.76,37.33,Yes,USA,AZ,USAPL,,11/13/2021,USA,AZ,,WSS Power Fest,Yes
Nan Haynes,F,SBD,Raw,78,75-79,70-999,FR-M4,81.5,84,75,77.5,80,,80,50,52.5,55,,55,95,102.5,107.5,,107.5,242.5,1,226.41,219.65,192.42,46.36,Yes,USA,MO,USAPL,IPF,6/1/2019,USA,MO,,Missouri State Championships,Yes
Nan Haynes,F,SBD,Raw,78,75-79,70-999,FR-O,81.5,84,75,77.5,80,,80,50,52.5,55,,55,95,102.5,107.5,,107.5,242.5,6,226.41,219.65,192.42,46.36,Yes,USA,MO,USAPL,IPF,6/1/2019,USA,MO,,Missouri State Championships,Yes
Shirley Webb,F,SBD,Raw,79.5,75-79,70-999,FR-G,98.1,84+,-52.5,-52.5,-52.5,,,-35,35,-37.5,,35,102.5,105,107.5,,107.5,,DQ,,,,,Yes,USA,IL,USAPL,IPF,6/17/2017,USA,MO,,Missouri State Championships,Yes
Nan Haynes,F,SBD,Raw,76,75-79,70-999,FR-M4,88.8,84+,82.5,87.5,-90,,87.5,-52.5,55,-57.5,,55,110,-115,-115,,110,252.5,1,226.46,219.42,190.96,46.71,Yes,USA,MO,USAPL,IPF,6/17/2017,USA,MO,,Missouri State Championships,Yes
Faith O'Reilly,F,SBD,Raw,78.5,75-79,70-999,FR-M4,57.92,60,30,35,40,,40,30,-35,-35,,30,50,52.5,65,,65,135,1,153.07,154.7,136.76,31.29,Yes,USA,CO,USAPL,,7/23/2022,USA,CO,,Rocky Mountain State Games,Yes
Bebe Burns,F,SBD,Single-ply,77.5,75-79,70-999,F-M4b,53.3,57,-65,65,-75.5,,65,42.5,-50.5,50.5,,50.5,70,83,-92.5,,83,198.5,1,237.87,242.76,215,39.75,Yes,USA,WA,USAPL,IPF,3/7/2020,USA,WA,,Washington State Championship,Yes
Sharon Salomon,F,SBD,Raw,77.5,75-79,70-999,FR-M4b,76,82.5,60,62.5,65,,65,37.5,42.5,-45,,42.5,85,87.5,92.5,,92.5,200,1,193.45,188.57,165.79,39.43,Yes,USA,AZ,USAPL,,4/23/2022,USA,AZ,,Rough Rider Showdown,Yes
Judith Gay,F,SBD,Raw,78.5,75-79,70-999,FR-M4,87.9,90,27.5,32.5,35,,35,27.5,-32.5,-32.5,,27.5,55,62.5,67.5,,67.5,130,1,117.13,113.47,98.84,24.14,Yes,USA,WA,USAPL,,8/27/2023,USA,WA,,Summer End,Yes
Bebe Burns,F,SBD,Single-ply,79.5,75-79,70-999,F-M5,51,52,42.5,52.5,57.5,,57.5,32.5,-42.5,-42.5,,32.5,65.5,75,77.5,,77.5,167.5,1,206.96,211.95,188.03,34.58,Yes,USA,WA,USAPL,,10/8/2022,USA,WA,,Washington State Championship,Yes
Bebe Burns,F,SBD,Raw,78.5,75-79,70-999,FR-M4,51.54,52,50,57.5,-70,,57.5,35,37.5,40,,40,65,75,83,,83,180.5,2,221.38,226.57,200.9,45.93,Yes,USA,WA,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Helen White,F,SBD,Raw,75.5,75-79,70-999,FR-M4,64.43,69,72.5,77.5,-80,,77.5,60,62.5,65,,65,115,122.5,-125,,122.5,265,2,281.18,279.84,247.03,57.16,Yes,USA,NJ,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Mary Pregler,F,SBD,Raw,79,75-79,70-999,FR-M5,55.38,57,25,-25.5,-25.5,,25,-25,25,25.5,,25.5,62.5,75,80,,80,130.5,1,152.39,154.89,137.04,31.29,Yes,USA,FL,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Raw Master's Nationals,Yes
Shirley Webb,F,SBD,Raw,79.5,75-79,70-999,FR-M4b,99,84+,-50,50,-55,,50,35,37.5,40,,40,100,102.5,105,,105,195,1,167.06,162.84,140.07,34.87,Yes,USA,IL,USAPL,IPF,5/6/2017,USA,IL,,Illinois State Meet,Yes
Eleanor Palmisano,F,SBD,Raw,75.5,75-79,70-999,FR-M4b,72.45,75,37.5,40,42.5,,42.5,27.5,32.5,-35,,32.5,70,72.5,-75,,72.5,147.5,1,146.35,143.37,126.27,29.77,Yes,USA,CO,USAPL,,11/4/2023,USA,CO,,Fall Brawl,Yes
Susan Bucknam,F,SBD,Raw,76.5,75-79,70-999,FR-M4b,91.6,100,40,-45,47.5,,47.5,40,42.5,-45,,42.5,85,90,95,,95,185,1,163.67,158.72,137.72,33.87,Yes,USA,CO,USAPL,,11/4/2023,USA,CO,,Fall Brawl,Yes
Faith O'Reilly,F,SBD,Raw,79.5,75-79,70-999,FR-M5a,56.5,60,30,32.5,35,,35,30,32.5,-35,,32.5,55,57.5,60,,60,127.5,1,146.92,148.98,131.75,30.11,Yes,USA,CO,USAPL,,11/4/2023,USA,CO,,Fall Brawl,Yes
Eleanor Palmisano,F,SBD,Raw,75.5,75-79,70-999,FR-O,72.45,75,37.5,40,42.5,,42.5,27.5,32.5,-35,,32.5,70,72.5,-75,,72.5,147.5,9,146.35,143.37,126.27,29.77,Yes,USA,CO,USAPL,,11/4/2023,USA,CO,,Fall Brawl,Yes
Terry Ghianni,F,SBD,Raw,77.5,75-79,70-999,FR-M4b,58.3,60,25,,,,25,25,,,,25,45,50,52.5,,52.5,102.5,1,115.73,116.86,103.29,23.65,Yes,USA,CA,USAPL,,5/6/2023,USA,CA,,SoCal Ladies of Iron,Yes
Joan E. Miller,F,B,Raw,75,75-79,70-999,FR-M4b,59.19,63,,,,,,37.5,42.5,-45,,42.5,,,,,,42.5,1,47.52,47.89,42.32,36.83,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Joan E. Miller,F,D,Raw,75,75-79,70-999,FR-M4b,59.19,63,,,,,,,,,,,67.5,75,80,,80,80,1,89.45,90.14,79.66,,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Joan E. Miller,F,SBD,Raw,75,75-79,70-999,FR-M4b,59.19,63,-30,30,32.5,,32.5,37.5,42.5,-45,,42.5,67.5,75,80,,80,155,1,173.31,174.64,154.33,35.37,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Joan E. Miller,F,BD,Raw,75,75-79,70-999,FR-M4b,59.19,63,,,,,,37.5,42.5,-45,,42.5,67.5,75,80,,80,122.5,1,136.97,138.02,121.97,,Yes,USA,FL,USAPL,IPF,12/14/2019,USA,FL,,27th Annual Florida Senior Games Championships,Yes
Susan Engelbrecht,F,SBD,Raw,75.5,75-79,70-999,FR-M4,55.95,56,-47.5,-47.5,-47.5,,,-45,,,,,,,,,,,DQ,,,,,Yes,USA,GA,USAPL,,7/30/2022,USA,GA,,Atlanta Open,Yes
Mary Pregler,F,SBD,Raw,78.5,75-79,70-999,FR-M4b,56.71,57,20,25,27.5,,27.5,20,25,-27.5,,25,35,60,72.5,,72.5,125,1,143.69,145.63,128.78,29.43,Yes,USA,FL,USAPL,IPF,12/13/2020,USA,FL,,Florida Senior Games,Yes
Bebe Burns,F,SBD,Raw,75.5,75-79,70-999,FR-M4b,51.3,52,52.5,63,65,,65,35,41,42.5,,42.5,70,78,80,,80,187.5,1,230.72,236.2,209.48,47.9,Yes,USA,WA,USAPL,IPF,7/28/2018,USA,WA,,Northwest Regionals,Yes
Helen White,F,SBD,Raw,78,75-79,70-999,FR-M4,59.5,60,67.5,72.5,75,,75,57.5,-60,60,,60,92.5,97.5,102.5,,102.5,237.5,1,264.68,266.51,235.5,54,Yes,USA,NJ,USAPL,,7/7/2023,USA,NJ,,Mid Atlantic Regional Championship,Yes
Romy Brubaker,F,B,Single-ply,79,75-79,70-999,F-M4b,69,72,,,,,,-42.5,42.5,47.5,,47.5,,,,,,47.5,1,48.43,47.73,42.09,27.18,Yes,USA,CA,USAPL,IPF,4/29/2017,USA,CA,,California State Championship,Yes
Shirley Webb,F,SBD,Raw,77.5,75-79,70-999,FR-O,95.8,84+,55,57.5,60,,60,-30,32.5,-35,,32.5,100,107.5,-110,,107.5,200,5,173.62,168.79,145.76,36.11,Yes,USA,,USAPL,IPF,11/7/2015,USA,IL,,Battle of Belleville,Yes
Faith O'Reilly,F,SBD,Raw,79.5,75-79,70-999,FR-M5a,55.8,56,30,32.5,35,,35,27.5,-30,30,,30,52.5,55,60,,60,125,1,145.23,147.49,130.47,29.8,Yes,USA,CO,USAPL,,9/9/2023,USA,CO,,Staying Alive Championships II,Yes
Bebe Burns,F,SBD,Single-ply,78.5,75-79,70-999,F-M4,51.48,52,65,-75,75,,75,32.5,-37.5,-51.5,,32.5,72.5,80,-91.5,,80,187.5,1,230.15,235.56,208.89,38.45,Yes,USA,WA,USAPL,IPF,6/14/2021,USA,FL,Daytona Beach,Equipped Master's Nationals,Yes
Winifred Pristell,F,D,Raw,75.5,75-79,70-999,FR-M4b,86.6,90,,,,,,,,,,,,,,,92.3,92.3,1,83.73,81.11,70.74,,Yes,USA,,USAPL,IPF,2/22/2014,USA,WA,,Washington State Championships,Yes
Susan Engelbrecht,F,B,Raw,75.5,75-79,70-999,FR-M4b,55.95,56,,,,,,42.5,47.5,-52.5,,47.5,,,,,,47.5,1,55.09,55.93,49.47,42.82,Yes,USA,GA,USAPL,,10/29/2022,USA,GA,,Georgia State Bench Press Championships,Yes
Dorothy Cummings,F,SBD,Raw,79.5,75-79,70-999,FR-G,67.2,67.5,27.5,30,32.5,,32.5,27.5,30,32.5,,32.5,55,60,62.5,,62.5,127.5,G,131.97,130.55,115.17,26.81,Yes,USA,NY,USAPL,,5/6/2023,USA,NY,,New York Ladies of Iron,Yes
Regina Hackney,F,SBD,Single-ply,76.5,75-79,70-999,F-M4,82.2,84,70,-80,-80,,70,47.5,-50,-52.5,,47.5,115,-120,-120,,115,232.5,1,216.17,209.64,183.55,36.88,Yes,USA,SC,USAPL,IPF,5/20/2016,USA,CO,,Open Nationals,Yes
Mary Pregler,F,D,Raw,79.5,75-79,70-999,FR-M5,56.02,57,,,,,,,,,,,65,82.5,85,,85,85,1,98.5,99.98,88.44,,Yes,USA,FL,USAPL,,12/4/2021,USA,FL,,Greater Tampa Classic Open Championships,Yes
Mary Pregler,F,SBD,Raw,79.5,75-79,70-999,FR-M5,56.02,57,25,27.5,30,,30,25,27.5,-30,,27.5,65,82.5,85,,85,142.5,1,165.14,167.62,148.26,33.87,Yes,USA,FL,USAPL,,12/4/2021,USA,FL,,Greater Tampa Classic Open Championships,Yes
Romy Brubaker,F,B,Single-ply,78,75-79,70-999,F-M4b,68.5,72,,,,,,42.5,45,-50.5,,45,,,,,,45,1,46.07,45.45,40.08,25.85,Yes,USA,CA,USAPL,IPF,4/16/2016,USA,CA,,California State Championships,Yes
Susan Bucknam,F,SBD,Raw,76.5,75-79,70-999,FR-M4b,89.5,90,40,-45,47.5,,47.5,40,42.5,45,,45,85,90,95,,95,187.5,1,167.57,162.39,141.23,34.59,Yes,USA,CO,USAPL,,2/11/2023,USA,CO,,Colorado State Championships,Yes
Faith O'Reilly,F,SBD,Raw,79.5,75-79,70-999,FR-M5a,57,60,30,32.5,35,,35,30,-35,35,,35,55,60,65,,65,135,1,154.67,156.65,138.52,31.67,Yes,USA,CO,USAPL,,2/11/2023,USA,CO,,Colorado State Championships,Yes
Nancy Fox,F,B,Raw,75,75-79,70-999,FR-M4,72.95,76,,,,,,30,32.5,-35,,32.5,,,,,,32.5,1,32.13,31.45,27.69,25.33,Yes,USA,MN,USAPL,IPF,4/3/2021,USA,MN,,Minnesota State Bench Press Championship,Yes
Shirley Webb,F,SBD,Raw,78.5,75-79,70-999,FR-M4,98.5,84+,-52.5,-52.5,52.5,,52.5,35,-40,-40,,35,-105,105,-110,,105,192.5,1,165.25,161,138.57,34.47,Yes,USA,IL,USAPL,IPF,10/13/2016,USA,GA,Atlanta,Raw Nationals,Yes
Patti Brewton,F,BD,Raw,75.5,75-79,70-999,FR-M4,53,56,,,,,,30,35,-37.5,,35,52.5,60,67.5,,67.5,102.5,1,123.3,125.91,111.53,,Yes,USA,WA,USAPL,,4/22/2023,USA,WA,,Empire Classic,Yes
Sue Albert,F,SBD,Raw,75.5,75-79,70-999,FR-M4,110.1,100+,57.5,-60,-60,,57.5,37.5,40,-42.5,,40,80,82.5,,,82.5,180,1,148.33,146.32,124.55,31.37,Yes,USA,CA,USAPL,,4/30/2022,USA,CA,,California Ladies of Iron,Yes
Marianne Baker,F,SBD,Raw,79.5,75-79,70-999,FR-M5,50.5,52,-32.5,32.5,35,,35,-25,25,-27.5,,25,45,-50,50,,50,110,1,136.86,140.25,124.47,28.5,Yes,USA,WA,USAPL,,10/7/2023,USA,WA,,Washington State Championship,Yes
Marianne Baker,F,SBD,Raw,79.5,75-79,70-999,FR-M5a,50.5,52,-32.5,32.5,35,,35,-25,25,-27.5,,25,45,-50,50,,50,110,1,136.86,140.25,124.47,28.5,Yes,USA,WA,USAPL,,10/7/2023,USA,WA,,Washington State Championship,Yes
Jennine Anderson,F,SBD,Raw,75.5,75-79,70-999,FR-M4b,42.25,44,-37.5,37.5,-42.5,,37.5,-35,-35,35,,35,62.5,70,-75,,70,142.5,1,202.56,206,185.7,44.27,Yes,USA,DE,USAPL,,2/25/2023,USA,DE,,Delaware State Championships,Yes
